source,target
5260,71778
91160,54217
399517,801526
305541,814318
145439,210186
379723,249105
5867,81750
169897,298138
786889,1213666
12745,390818
817813,164142
222700,466869
673439,334764
722076,942152
292682,309413
144189,521846
64953,596954
965155,136996
574765,574639
591760,1027367
242010,46455
941846,270703
738482,240000
169642,200606
180318,960333
431354,1346258
297909,543972
24375,372284
222381,1130484
430311,206192
1464497,834589
712352,1016760
718106,127000
564371,418619
159156,817587
4422,106835
147826,703900
980220,769845
611305,1111466
331834,44314
81126,34772
1177567,457775
218881,447440
518216,618091
438695,78308
431585,328639
127167,413687
499124,38545
146075,37657
641569,133880
777957,558484
514363,280658
660195,756503
676583,881399
560345,441670
513745,214722
131390,950240
45270,1765
542040,230410
93769,171276
792567,1131714
45067,1938
93192,336919
203142,848107
519113,519154
1107310,936893
174791,1051460
1242947,322873
463737,1257447
758256,979000
872639,207625
216108,162381
144464,345616
1074943,341600
669189,631553
15075,122732
693743,97953
668798,1008803
476234,443165
576237,414072
196876,631075
673685,332080
508555,257264
1257071,1254123
390183,856445
1184,1147
361720,265529
615192,613919
661869,605666
628010,1620162
35349,67973
1100873,1490046
260028,1306298
367290,214528
1061658,102071
341294,217276
215851,704483
88968,82904
672759,621935
459021,739584
404014,768053
433485,425565
296342,212260
457754,184110
819085,374846
29330,415146
1261665,801277
745104,597488
172194,119929
31891,31547
219554,105035
354537,598142
475597,35943
384413,91573
254246,752060
3170,16043
327371,332114
146707,998856
270094,14661
58519,237091
1237272,1237249
521519,108809
939661,1203626
16577,49531
775190,91210
172964,504193
688140,412928
358557,97004
52976,157165
194024,225206
148513,931515
122240,220039
265276,288044
249284,155035
43524,250212
592864,129535
591866,144391
70507,322825
18287,92804
417213,670708
366644,639661
940822,236747
15664,17067
547450,547448
911414,384436
593309,305147
269756,856636
1047317,549928
194417,1086611
191502,626613
78773,269939
411149,208635
183825,416797
275520,887828
1018845,1223692
37122,357302
981712,144655
269100,680833
460382,249222
903264,944884
182470,833748
51614,482944
856643,145743
556534,287253
583579,177480
373653,361355
829615,1083444
69668,15458
591945,629841
381808,382901
530479,41603
91214,60750
61488,663910
41964,249960
21989,350645
312487,191445
251474,641192
1310410,1492260
1075058,625546
694319,190139
45058,136374
873637,94694
93277,391423
42968,115439
925736,500044
377165,377167
37350,491621
240626,175132
570913,115922
593124,1297875
366542,531805
45585,875731
74306,292477
668511,412608
38138,178545
507608,696647
35526,89460
234688,305774
1084513,1562454
316344,236386
336502,314185
69780,929328
580279,334880
804726,899065
345435,267003
179315,401396
1150220,822036
556062,792914
885658,125022
641391,631759
590011,589719
6390,101298
389616,519974
319160,37809
401230,413991
906099,1135059
362627,362625
1236237,1573923
584472,315735
583122,922437
73916,515424
274527,196937
629186,223466
665855,642039
874376,547780
16953,294100
390342,282151
457686,34362
264364,264367
541589,467722
145020,425286
78891,62110
74923,77430
7481,67406
550402,224307
729963,504935
47115,35931
547850,94138
890737,828557
1048349,1047712
145963,110837
1462515,720002
523263,147495
92057,96241
609793,6678
448807,33955
199976,248822
290085,64441
355551,192932
418511,668395
750956,1299276
585370,883398
379776,444006
139694,44500
188029,1073499
100746,166243
910914,617353
29740,418339
41791,168507
93386,93331
250030,130696
537649,1191008
370348,164754
453522,719203
630296,968053
810098,895529
292598,317953
249591,227444
536659,420792
1272028,1615021
486401,171235
856068,74400
106923,188237
108354,204693
407091,299847
247164,292495
560838,437362
277908,813105
231224,231031
303953,75138
5031,30682
458299,676698
539892,641777
638454,435439
669660,175434
106217,58855
39304,261847
183019,72960
446828,554494
974005,1538435
1028734,392511
507804,518636
1122293,279552
37217,102254
356669,41523
278783,756073
147137,386104
151435,85265
614532,613727
1532078,1354697
152292,219022
880000,1181765
47813,394905
276406,181669
142469,994006
653715,149969
413273,423800
696731,1433111
692101,62275
405008,1237049
556271,538400
692916,1200483
266963,162802
1093105,198537
529763,341844
514800,305836
271002,205134
578633,344100
238967,332619
353088,337312
264724,281106
120325,777294
76647,76641
390595,184740
1212398,363751
890230,889230
1576412,1158335
28347,28492
433883,394299
168193,134161
2172,43048
611781,1096513
171006,648517
694096,694202
176922,402354
403960,402188
589915,1168006
162899,541535
184276,457743
417919,496480
769326,358240
838993,475087
960012,470038
267259,42538
938398,405492
780349,184661
311078,1089497
156001,1064161
335349,209648
138344,75086
997328,1030368
4150,10088
297752,76779
5964,46906
52345,24268
292747,31104
19705,500864
502930,727676
84319,803527
104417,633421
230696,829204
375591,320766
146558,74330
600846,31453
539079,743412
832722,104328
294832,266991
29668,229498
19459,23709
150407,432464
149443,705091
225030,517864
130252,485517
167881,977318
1273233,1049541
205609,891220
740495,575560
130378,131675
274714,34599
1074385,495686
502665,230066
190484,639743
133812,6167
147734,288652
13939,66243
131872,331760
1056394,984274
205393,312580
1578897,1506595
73847,165024
13593,13765
1015047,160746
668362,135156
100369,864087
314000,217669
634600,174219
885500,326677
1270429,835931
81139,81295
273370,578940
160291,15640
243655,311858
392648,814453
185259,311249
304749,294964
944907,692950
307513,232714
643101,419984
127914,126149
468726,107205
916147,340999
588967,649147
1247062,296904
368483,1089618
1226281,282613
725248,391381
45279,280417
86583,432835
106091,361523
1254550,1296363
95706,489465
905369,114097
142693,243738
144322,246974
475750,83628
313224,113627
695955,305840
309391,124551
255799,47236
556024,296669
364087,483578
608015,51411
189239,77099
31364,287323
827148,698812
578529,251694
541027,117017
142273,6455
1103076,1329190
479533,74961
234064,307599
891101,812177
109304,91983
263901,261414
191518,133196
36312,420584
597876,386529
907276,284960
221662,91960
1193227,756926
92399,554094
1090911,1090536
448124,217010
537146,401740
1276558,1593345
426307,657846
159298,230875
755541,1345225
58230,531718
878712,168024
408182,916146
895029,370825
646976,187278
576776,1143394
44928,558555
124608,110829
448463,125334
323633,62797
803394,246342
1252557,1138767
621058,637072
803063,84332
449107,790557
309403,498626
436772,72898
459566,939807
401283,290678
134211,957145
259054,494859
728353,941058
309005,239798
466588,505065
696263,224627
420343,1123387
734428,1058731
432649,264129
411307,75675
211342,265833
533576,157022
335878,44875
610895,1468935
894051,1074444
537028,902749
627572,581111
24226,3167
157615,433902
168307,362120
1353492,1605185
153928,557953
388051,388046
1142994,1449975
180418,177992
331607,92163
167574,420315
244657,86055
359766,607589
1298284,236419
312239,29898
521079,87418
116032,4603
1054446,38849
309241,113350
198338,340682
497542,381365
60921,352961
98320,648610
804047,249210
60288,675380
234798,304081
379644,380670
459513,34412
286267,286410
176821,111563
537002,251677
27443,407293
402434,313579
452620,135944
585810,1416172
271489,169238
360777,48804
386952,324943
405153,469241
367240,348048
343400,703484
302718,300037
931217,448795
435491,326774
255017,306794
214960,711224
317242,436625
16163,215120
134650,90864
376956,500244
179943,778951
209225,261122
621462,131778
54130,210807
293981,218629
1424737,1021621
59005,394541
234350,61706
1055161,377124
440467,292080
453157,312307
492959,1136435
619001,835279
55874,33134
881389,1000800
218007,802448
174598,283501
71897,36355
86652,81988
50248,69504
295140,217639
25423,254719
492151,708803
151379,78381
269253,586199
148306,229354
664930,657100
265288,60121
194061,979125
241683,59634
790924,144405
962944,205783
839265,323558
678524,576721
1066359,940121
216220,198885
143544,203244
715620,731581
561804,223012
100892,865414
1105275,716020
805644,833806
735541,375147
779898,627668
488720,81241
1625988,1556632
204647,843798
5334,29537
842677,78049
238820,151264
223433,778235
983979,258461
281578,323064
874866,239942
338450,548544
340323,508587
982526,915656
531922,346747
816686,788581
635213,486301
7250,21974
409567,457121
633590,19109
453004,663815
823308,1328196
109826,4678
1154642,282345
333054,397966
174505,784804
173988,343587
748975,261527
798896,965919
160003,524256
411895,423495
179869,171277
456337,822654
540621,367971
881671,327149
500176,447574
816339,837379
406283,164964
747484,962201
959229,134757
398154,594545
275395,1038758
897445,111332
61757,427747
251303,234890
1067913,1331022
141159,609601
363330,679283
842808,585871
702084,586362
351996,288832
159635,160934
373862,148966
385622,116769
1097051,455835
506761,656308
19774,79020
309835,309801
101654,868893
528463,513730
1198497,190128
93819,94080
244169,466494
775999,873433
5935,218123
438144,1206007
947527,521574
640174,218809
1025670,969916
289380,357151
274719,344468
172880,275361
353625,22819
360393,359053
682077,451013
806181,603170
338087,246785
826617,373037
863340,1007551
689955,962893
482138,132650
238969,237145
262608,891470
540556,755862
15156,276110
516462,265852
880173,904313
21241,27308
101785,24297
113172,902585
266197,262870
517181,459799
598434,115389
916445,410500
560390,966957
567032,419647
523972,518244
1162014,713721
326415,1240357
316182,203421
154968,78520
326107,286349
44088,28392
478255,39181
321943,505157
141601,380410
412203,38715
79283,180259
264923,763020
518709,424991
387430,1169516
612189,125430
1352148,1351651
243267,422131
67587,723557
127957,924987
76223,479614
664654,70633
500517,500461
133091,341342
21139,94521
998728,1417050
687232,687560
560892,156157
425880,299983
17579,281370
140308,6150
150334,761002
48736,591613
1597362,1290972
321359,731361
224836,99667
156504,301417
179239,512311
231261,221478
641155,623009
465414,111341
49180,591925
390998,755460
39383,81766
303793,263754
459250,896235
6683,277598
128227,450201
263168,511868
1126695,60888
1559312,1068374
345175,894923
326632,122482
115915,625000
80980,424441
94341,45665
480840,1360689
352842,435166
415778,230442
786885,1209770
48124,48093
324442,324445
1452067,1100051
1155705,319693
157018,606463
95037,86662
1180513,1195338
156338,797254
248311,1081375
366909,382433
969979,1537372
722912,115697
649137,752847
412210,370872
117319,912829
561389,651254
525426,407488
248854,608388
541216,679780
153906,37610
441342,993629
736635,492959
680571,935889
395654,140136
217100,225391
152707,122963
4598,17897
104622,343359
381006,249280
44286,950071
992379,188515
334448,514865
562910,127551
939262,776251
191267,390988
467145,471341
264987,14456
1570584,1125453
518364,882455
1231785,377704
428479,291498
396979,385486
399522,321680
526698,276357
25994,55175
774890,1058708
65894,147636
228433,340828
622668,801081
1242871,150110
392732,409034
281712,439104
705975,910756
1055339,937833
726758,1419121
898560,477228
237074,389653
326621,38674
574134,97405
988244,234303
946344,339213
1084112,577588
131078,100243
349054,21762
193214,44420
134661,379654
1406153,565869
580934,387480
766623,675804
366757,909959
394322,568941
320007,131245
1583858,1201669
640467,640518
137602,212318
702995,703006
517689,582640
69573,243347
329158,273542
703212,453547
29487,60913
184777,22726
1274478,355470
1180950,181840
116614,89008
215596,335722
1253562,334293
595827,802186
482291,421410
232034,135713
651903,444435
46367,11787
702237,250567
754201,216617
747290,566951
1434088,625180
166346,645598
1536794,252790
431000,77640
345575,84332
824760,229408
500392,358480
88589,916940
303870,360617
54625,221110
812157,357503
76930,70573
443537,353472
834933,91145
865339,435997
262534,872599
344518,337853
386712,387077
122547,282655
196735,283005
157753,32149
445606,994483
30148,248077
399016,72462
17489,95626
51865,126640
611932,320283
696223,360281
665655,794545
800128,181884
398729,648611
316032,98429
278649,241256
792539,515989
334529,379042
1108711,270059
146558,109239
332332,389593
25042,231403
6474,149219
194575,920431
84001,468428
721905,704834
99828,498454
263470,238508
657229,568271
797977,543289
401262,48279
421739,345436
398099,269837
47658,47521
59111,179602
495018,818495
637522,788695
187266,995585
730585,165504
372766,727488
102707,233968
408290,901897
978067,553078
220753,340229
1051285,331363
119532,149304
127275,476274
1040223,170079
11514,16830
565785,1018356
73439,511678
132765,118632
234026,242408
90737,832783
478451,653872
783191,241965
326371,781379
125427,767662
55373,630896
659004,470344
828346,39382
6782,118327
668256,668231
215147,215362
113029,902298
375950,45267
292938,856711
133359,859364
165888,102719
732179,933505
22729,6090
1333205,1352911
664850,183971
475457,331904
165424,1027574
377290,49033
700056,707502
32476,268052
1033042,214194
605942,564
950614,229785
463513,861252
615263,70123
645509,227478
735970,201012
641880,810477
1373900,505982
75013,382394
326074,1006577
689608,721468
246825,360056
379136,148205
35645,471284
554379,775021
2842,382238
33103,448100
848688,1193593
312487,241057
836258,91316
152743,10826
193734,636390
309782,982880
1537199,1624517
183960,255019
151093,106259
66131,716346
9957,1229578
356339,96521
18326,6795
8850,193371
272179,361903
978398,143440
144772,39185
672323,57980
655303,459499
43740,132881
169152,231144
1251558,957095
70416,70198
910662,1523650
1029495,607891
1011666,461770
648014,647413
124962,553412
749991,1052971
124278,882257
29716,419527
349747,431527
452854,75740
78664,779725
963104,1069728
263497,363499
259751,184071
510530,1273252
594017,487237
142633,230982
591009,512966
157555,584635
487025,452287
330735,269630
362411,398567
88225,106367
178722,9226
163336,729842
77409,89353
291304,460666
260361,42382
129794,442183
9134,17302
336897,282570
633454,353768
254246,708162
7304,919
324628,650992
162591,95804
395458,69648
168739,247279
45772,303430
638822,385475
961295,236692
220025,558403
627884,505723
589905,744357
304090,916557
29679,288877
46891,487099
1273832,974195
167552,415243
345423,338372
240680,646531
837253,109209
555132,511968
437876,993011
74293,104141
728458,70084
480480,733213
895771,895772
1086718,194340
518340,389259
127998,30805
195873,9229
68865,729583
556412,411568
261182,482512
600136,475324
699313,63435
324012,409324
669076,59492
846243,206883
694848,1141598
97202,253737
267636,111323
131224,132409
606806,714172
824500,271322
1262772,84114
684940,1008350
255816,279991
1091136,532605
651510,408998
419167,1010341
47078,5672
270509,586185
11236,715398
568104,710196
1617719,78035
538329,710532
384459,132633
317242,618965
451114,536971
614585,692779
783974,1290020
178734,131864
442481,662850
541191,951086
713491,882580
8069,359142
178866,53899
13749,13945
578945,275433
818916,288059
1371727,162741
90668,417078
247334,676540
182158,62775
776229,258886
363033,175221
815599,335083
188409,409603
583865,160465
56767,343462
41375,526316
100647,4288
309673,1344284
436936,324990
236289,782686
153026,49872
111541,214187
310921,89120
155138,985613
616722,440380
25136,229426
183594,59598
752043,1098862
554179,483711
378890,969848
778790,1046320
1219886,375179
264792,268275
98286,90713
219700,219507
255516,791734
618940,618901
884372,603686
821916,822150
26299,15165
461506,84108
897112,1034484
348886,358833
625217,413368
954178,895754
228908,228123
801983,876010
15436,279230
175696,256575
1072083,1317295
765949,1478286
267061,267191
277747,205987
187218,417083
156451,246041
484194,779433
36931,42534
1497789,996376
649459,721823
192538,39900
923238,1099577
684497,1392310
699242,714257
741803,794323
170524,73460
567326,130928
1192425,285321
316379,870689
462050,308450
258893,523804
137692,217212
377594,490081
598345,541552
3725,14125
44726,235698
1177274,806992
429135,331340
49185,86053
145007,316667
35478,251559
605259,289397
103759,28495
154981,942647
91779,537619
66387,67431
129846,704168
547528,652048
495485,110498
1014244,562961
906280,331735
155126,889285
182083,182078
447226,311408
55877,14002
360927,165827
751555,766488
404603,102279
249858,969641
121952,218593
745953,172106
149153,461419
189573,70191
358833,66245
132140,428395
564192,566694
193068,193108
241940,241942
226030,860226
527093,402975
383789,422423
607210,64561
152433,10637
213995,215139
1139428,549534
870243,432612
418301,438365
57251,59814
294478,222543
333681,976012
312765,646753
124863,125220
408225,843269
376698,540968
357411,169948
444601,230560
569360,624857
770003,207354
368257,368099
821604,445643
115014,398759
975343,104513
902007,302778
419025,194268
12763,251295
824867,371970
316311,112661
361975,486555
1101605,982002
59693,196508
818754,356960
1494695,799913
239538,87736
550413,852661
481685,329531
112492,116675
500430,380957
754347,303492
131554,638745
200935,421011
315336,368996
400576,105137
244470,66230
389832,1022569
224449,271477
310325,303947
510622,363937
564369,564728
418010,1157519
50781,9960
268758,209876
99946,495276
733057,1110429
406787,344361
147395,88400
114055,90734
142684,257928
2465,29409
7815,17229
1135799,1572562
439127,644073
761178,858491
752111,750288
309394,440600
428917,350974
339132,839433
349916,1269069
330309,882273
784804,271666
308266,483310
319273,573474
426931,254113
246362,445747
615315,442626
542182,542147
50159,554111
343260,34534
1270340,244632
25847,94791
90961,465369
320135,307966
514230,514790
120398,921258
146409,643099
826838,915837
371027,981819
199106,640159
845886,133640
803943,296079
747004,197686
283419,475989
449522,662623
721951,1198017
425888,633379
606241,401930
686300,535576
303388,489097
699568,540174
39549,232168
629168,940195
320628,451336
358853,429572
771496,251175
191221,187693
187319,551304
415246,989393
22761,52160
955494,1182974
296278,274968
600233,670026
717480,273217
666763,836533
18569,310709
701332,63719
650407,57132
621422,275666
108702,363874
204872,1170845
563651,503043
391903,321318
674428,449341
108312,292876
198122,763358
191721,1082697
559254,567528
529623,113115
645618,407409
1051092,1349709
119575,318502
7519,49533
85340,85679
845023,108529
66814,124060
619996,59308
726682,726686
319660,306373
333180,83228
716649,1015593
539620,196564
1418755,348538
57475,655947
459253,88956
1562524,1430453
141999,237400
1211794,499710
357695,811111
123292,700765
1009384,157309
361477,215355
196835,389972
692093,628481
241258,623903
439071,874432
476591,399702
639623,1049561
1282505,563218
317756,550457
539539,973243
246541,453076
768063,41459
345909,250198
805817,377236
1214140,619324
756128,880262
1174906,1343168
64069,36392
79780,283238
608078,51361
522536,522600
858795,142121
912182,382632
279335,212723
958776,181394
104640,549867
211880,602426
798110,739913
159568,159357
797219,622558
333442,334167
703777,757956
246639,360233
3956,402838
125378,1157905
965519,225045
429195,31146
968,23885
70621,741332
49068,126829
851999,617623
699319,91751
352196,350222
466019,464049
351136,237882
634139,478711
228810,317664
766245,1484679
365768,1039097
127325,344984
132115,131714
309789,860624
140053,91304
712352,581857
98322,593869
149586,507172
423678,86052
136390,389658
441509,351509
80600,549984
386412,807560
515921,515764
959153,46010
162408,124912
139412,969882
151967,409651
40574,1538962
800592,373431
136991,689044
943927,617281
819373,700936
144493,218446
202942,202888
1434535,625585
1186894,267920
343261,349436
376028,1152423
594059,49373
590622,88957
79705,73931
1169554,252094
608386,195882
123526,199208
57109,324083
233186,123730
61626,25613
312773,56990
91123,4010
218346,1226505
44526,554639
277122,189806
19450,235847
539023,42742
180754,277430
415407,514860
422240,453535
661396,930951
821989,535268
73659,236638
5867,195383
42249,5333
209599,415707
804392,698307
4487,2843
649873,664283
535164,265578
890254,334948
28087,400151
70602,322535
161020,104135
462907,910047
897127,182987
4511,110800
310827,827289
560369,218734
460762,716719
823771,227097
209379,189626
423000,296462
410799,357892
814930,717575
272094,678270
562299,397894
363975,1280472
271630,304621
305830,551143
675777,700558
1311098,1419286
278055,440781
253325,173355
966925,684327
184699,1073186
296024,95205
649545,1444119
333859,240052
313466,264904
570998,130963
39259,118764
290766,587871
1194483,1356594
266198,797571
935643,1585408
73177,107164
1891,82411
393347,746480
1180959,775289
702644,904478
336621,64097
751922,72744
1029603,350108
1292741,1091702
101585,295896
16772,237568
558873,855269
89933,805553
1172813,1480933
473504,1045676
221074,837235
704196,417431
803673,665754
961149,376644
192714,29247
303621,90287
387880,389648
581790,523105
682676,94788
640206,156485
1177194,612442
412693,123522
455325,467036
347332,62341
642145,408078
141236,714815
1891,66425
610848,747361
953886,286672
259345,211282
10399,213094
604345,684343
295114,472978
1196556,1280333
31026,83735
939237,1432620
771783,348262
262089,699736
669110,654233
379461,710539
179724,9279
565394,752357
421574,47236
335204,340286
778706,1122906
573382,434753
902897,1258921
58206,332068
283197,393229
362441,743205
413670,803584
639408,501004
1114861,212010
704593,295269
1474819,546469
73387,73426
768686,541659
320175,91107
233788,232266
566042,472706
146967,88527
727353,784581
104967,292238
1177227,635324
460736,418339
1213165,998861
521594,324269
879156,435479
1113454,1502484
736433,542081
443845,927059
20961,107913
93512,822114
435948,427100
910387,235511
62765,508933
240519,288678
1018250,1455906
661795,467557
495367,76063
1204516,950782
404278,260338
125115,47435
1368239,613706
381605,63855
84655,806195
419204,480397
645667,602781
485847,599564
185935,129961
188236,332887
161544,565791
127138,412184
807546,258217
641421,749457
705276,634003
64490,333287
77124,106301
369397,418723
734673,273146
19191,33459
118532,118379
262952,262259
1439205,637620
318608,368550
834390,834379
221928,488517
168982,728595
741142,501900
201280,1097602
650847,131765
413888,496362
1378731,1608206
657723,243119
90056,615152
650112,302725
99335,491751
478320,607908
604027,890820
752231,558958
429408,605170
65383,218789
907083,280973
692024,432116
268307,874072
1188617,464934
171581,902254
526520,553257
834438,888477
557332,875653
44763,556015
619459,860778
278203,111507
312155,265996
1567402,261626
737824,1280090
786492,1491075
772151,562864
751598,487068
316510,316732
633357,262396
616824,1126660
879630,442036
510384,798550
1110424,1208948
371955,595065
941970,543324
179526,1062930
171402,7634
202719,725945
84657,3653
231140,75768
63211,138593
81443,58792
64233,60042
275133,128123
781367,465714
547058,1610827
141419,159960
789776,284120
84931,147338
522821,783973
302911,260430
93179,563228
1098766,205825
251567,115015
315122,1235258
527714,766469
774062,1224241
1021,41076
249271,155598
42867,540622
544400,437532
479752,107855
142871,204205
1072849,1031032
323658,394495
358433,434401
257302,279645
845911,618512
300118,177840
912129,466952
671226,878970
909700,696993
92295,875030
460449,191402
647391,129204
558523,1140605
545285,48643
170334,103993
77940,77676
330990,1446430
5792,127945
482907,482937
1094543,345318
397404,819504
253982,1170974
106280,99439
964800,372427
236484,187572
1035612,168379
167826,995004
438174,82384
672347,283865
392199,26774
108363,5530
558324,44503
224557,521052
107131,31698
794650,105090
649925,254350
1081070,1513348
922751,676402
1002945,250754
710523,399697
22666,167515
555147,110708
257748,42581
247379,816162
441191,98974
686456,81491
90296,111147
215314,102793
1074947,1350763
717440,322888
524078,218277
415802,991874
600421,1015419
1006011,810425
165058,707152
432887,122567
231677,155042
712533,1454195
311798,220697
40370,8932
946963,715968
268667,275795
112417,49794
1003297,573599
736628,896920
160630,121513
1076603,700276
765600,199298
947583,1113943
172555,64644
706124,353581
771619,347008
35753,226078
1154493,1259269
857298,168378
134230,407123
1113372,211460
424769,384411
755722,757516
327329,179204
238475,95317
961055,754071
640688,1048836
1625828,1290177
1078402,41535
117637,116159
13993,198522
494488,569482
327751,545522
272436,924901
357137,548654
669071,613482
410994,829459
283176,186331
816533,964472
326933,164753
326600,94279
50664,280324
469949,171549
754567,228662
224241,224158
223768,10905
699423,317169
146977,72873
707329,214818
1110972,221703
494583,122623
329418,428669
70992,249110
95777,317822
260414,147988
805385,527249
895837,304798
532584,535431
1156430,564481
932688,374318
36954,292991
1083916,525610
722753,586314
242807,169105
393968,918450
634287,776273
121606,229301
528040,840
100655,212557
377124,351793
698689,493730
419464,736973
231244,169515
1375782,1041353
106368,25305
159892,298023
167135,1032017
930756,1053879
797433,583166
147334,91712
770795,529503
629602,440745
5735,45901
297097,121780
753093,72745
1110426,449813
526114,677635
74371,36377
669688,713188
880516,491977
1121162,700646
108466,271685
311661,490882
361716,119606
671482,862788
1051606,903107
125259,33749
38489,69802
69951,343850
290311,181018
411411,183139
134711,6671
35687,154021
85764,326143
455924,285059
628111,57826
273469,270801
548421,105795
368553,489589
109305,96824
594232,1252750
747555,1276483
338653,417344
189626,192933
22446,26066
86791,471714
185901,177047
332310,81399
425891,671039
241662,37894
685463,113386
551800,633818
128772,252143
631787,851433
790908,558629
310555,239732
856871,539323
692040,958662
906537,330564
657956,445048
639681,1008764
64634,53942
861146,424796
400602,469616
1151825,379494
970927,764746
628357,1233990
316968,148353
216887,176523
602299,602994
632349,149027
380317,342302
302549,298524
7047,89269
87638,431445
85260,225718
59196,493125
89234,260026
426568,566480
615799,895537
655086,330260
1531675,965163
449665,539859
172473,153467
15029,30672
540431,42950
522990,657856
522564,320607
416842,510074
215547,160115
694856,1457893
791190,1292325
68688,2857
903874,548536
547846,887355
135792,5861
319183,300814
421268,497687
620325,65620
710101,107889
368438,703135
237862,1104212
521146,733337
91531,753308
72667,517414
261837,1116796
43936,451100
730873,201857
1539733,996931
1138438,754280
906258,261288
482044,225272
138893,335505
339925,75262
954656,475758
706739,900128
12716,117490
329450,368693
504478,242065
968703,371077
480794,187323
875734,1104871
952710,816154
472738,607366
425834,214813
44261,296606
459578,373031
1035285,286608
537939,672006
483726,37023
730845,156573
972879,1141543
892397,90927
630289,538085
90686,345932
808091,143704
807008,696537
157844,209619
639769,927011
1379691,513600
85739,107769
135519,414254
1137421,247633
555431,325258
697480,873824
134917,52770
3271,26264
502980,92310
382579,1243665
920207,535018
252394,13180
90028,61980
25994,218914
94124,363047
525408,588200
156789,212993
631594,758165
119383,6053
63337,511852
510996,439380
200419,1096368
1090675,1174987
807163,346934
23109,82707
60822,631738
91146,779227
445692,251059
238056,562500
298544,337014
490203,327080
128077,20453
357825,833677
639137,639134
60,8754
192537,113283
239861,526643
31343,213438
460143,940100
1466090,770844
874055,180911
233429,39008
640574,540588
477702,258597
380113,334913
102372,55833
527943,121538
427912,1074119
697299,96310
251211,156473
463268,913962
1582440,82698
286923,34076
564514,325621
482823,683671
450649,1143817
159972,17364
685387,88781
72345,253720
645630,83707
975848,604989
30215,405773
182793,8788
24323,22296
141360,975349
103899,97192
239027,217606
1110202,323276
1019259,50679
164596,222467
98228,8786
559248,313583
499481,497059
165351,840847
546561,1397560
293956,450145
218947,260511
93918,220553
758595,244462
587646,741580
356623,783002
52907,617838
496754,165716
198806,435575
204095,179950
316615,614179
627630,53592
1452923,840940
121273,303095
335112,1183041
392516,424921
59715,217667
198031,13119
666918,154623
360024,468650
696273,39007
105048,98357
480156,668585
154565,816027
49651,60349
597984,357847
765625,309638
212151,315127
603405,520907
700152,224048
621726,626241
145134,270691
732244,440318
307247,504668
512322,679854
637946,634336
624781,1296952
978324,322721
451662,1016152
563017,710143
121859,179961
354224,823219
981522,784714
113027,180528
254340,254365
886431,219762
368429,553142
314023,407085
16912,235527
561251,316593
191799,1547653
55312,167419
212724,661579
91071,23797
474603,709091
80390,669126
679283,734722
494965,932771
341218,340739
45720,32154
265392,213216
613949,53375
64126,704260
297752,562618
1547177,1475857
269015,269011
861904,100982
215148,23427
107510,27978
1171986,338743
913641,1173961
173070,547941
215474,164849
5946,66045
71513,2906
312297,19275
170378,49835
313619,248666
76741,14750
873862,103378
90327,22961
131573,105587
468068,729376
757223,757220
1208892,464282
245155,405877
542814,18401
980813,451568
937008,578270
427029,237309
69578,94799
471311,804184
283708,48279
706213,233448
521950,424164
1154351,728199
223557,233963
498763,474571
213353,506071
566473,950915
72372,444045
1369632,292299
32607,151184
127416,1273478
255851,955704
804527,603563
324938,290960
135522,741534
280104,1200807
935152,216724
782925,758585
668920,265303
889027,245920
474866,497669
498953,1175965
549718,928490
1249852,330203
1083150,456667
337385,69135
414366,69542
547181,717251
93314,71421
202700,203335
5867,142722
683345,683510
453972,983404
729804,251736
114739,323538
638280,286331
92336,511130
104608,104771
313871,463125
516443,1188776
771017,772312
210624,264134
35969,473081
752235,918703
612468,1100086
305230,541713
718941,840842
860709,606567
193197,445058
669531,670715
568337,97276
352671,1120511
717775,1285423
394257,248115
137303,165880
374168,470474
288841,288839
914777,132654
406219,364516
441003,197489
227417,253929
217468,430665
362287,17826
461230,635625
739711,301910
1245333,518733
958253,134265
175463,47397
243752,132370
607259,197737
1118420,935231
62672,611236
244256,345406
341016,340519
843944,459116
251070,22938
1065451,450284
65123,576963
605759,579516
56852,449817
54738,274405
760323,1141229
185118,182075
67961,726563
122737,164691
525677,109124
39350,9769
60792,681413
787392,1455784
226477,403966
502222,502176
430325,628122
941619,941416
1201999,281326
6453,70747
358779,308303
667693,165954
448555,93638
762086,1005871
99802,134859
416983,576872
435787,61253
455416,169070
681082,114840
667253,604670
1293606,523678
475596,412221
702010,377514
91136,190544
340079,841174
8421,52209
578832,474443
143155,143200
1585378,1401953
1014874,1118688
792454,642144
4533,2510
731654,174741
359733,809112
709828,797280
478017,128154
799989,511343
279998,931045
188951,1153270
778307,200440
643477,471807
988028,380208
1238892,365455
470253,548923
679419,906171
569082,882997
28473,209254
566342,657569
384234,415129
125489,488493
664126,863231
1249303,649707
828616,401074
464304,93692
1454756,1616711
172550,462228
130843,168274
53532,623855
302211,1000126
1043641,628474
97517,828237
454124,1029000
288102,404191
34707,464942
357439,484233
433413,524662
314178,327360
127175,104331
308433,202503
82904,82817
272931,497643
670879,59732
193810,36649
1016062,869381
483878,261525
1088028,1092418
834614,764876
1117845,779803
86156,105522
230230,52410
238554,497523
420177,130626
233549,379173
208377,188678
162840,396186
1392,35715
776446,1089257
600581,173629
517932,73550
329242,123725
166519,290856
243437,212130
618084,640930
456037,294491
996109,427089
1339865,1285645
23390,23407
399898,292088
1331684,356359
580942,452187
